date,Open,High,Low,Close,Volume,Dividends,return,log_return,price,dp,log_volume,RF,bond_ret,term_spread,EPS,credit_spread,T10YIE,CDL2CROWS,CDL3BLACKCROWS,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS
2010-01-25,1.0327606025185856,1.045635697601368,0.9293028818469636,1.030895989378958,547,0.0,0.013462164777425789,0.013372354962399295,1.030895989378958,,6.304448802421981,0.0,19.1919,3.6,,,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,-100,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2010-01-26,1.0028113127214648,1.0497790014028938,0.9959757458100205,1.048819459749231,211,0.0,0.017386303327332486,0.017236890889460985,1.048819459749231,,5.351858133476067,0.0,19.1872,3.58,,,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
2010-01-27,1.0634025440234123,1.1090725817806746,1.013023664968233,1.0239861645187176,160,0.0,-0.023677378408340166,-0.023962192280794575,1.0239861645187176,,5.075173815233827,0.0,19.1741,3.58,,,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-28,0.9436103548981907,1.0194817971227401,0.8797296613109622,1.0143505405471795,248,0.0,-0.00940991617407927,-0.009454469148725947,1.0143505405471795,,5.5134287461649825,0.0,19.1588,3.6,,,2.33,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-29,0.9928594998729111,1.038676206053852,0.985706051608952,1.0204523475209712,483,0.0,0.006015481561729263,0.005997460785505572,1.0204523475209712,,6.180016653652572,0.0,19.2256,3.55,,,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,1.0069935381819337,1.0898366126033587,0.9789078980199488,1.0087831959645814,187,0.0,-0.0114352733714006,-0.011501158870652516,1.0087831959645814,,5.231108616854587,0.0,19.1606,3.58,,2.65,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2010-02-02,0.9642602287834862,1.0281038522493657,0.96087464786607,1.0123939186020072,270,0.0,0.003579285075197225,0.00357289467853377,1.0123939186020072,,5.598421958998375,0.0,19.1943,3.57,,2.65,2.41,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-03,1.0042170937686796,1.1441429558919916,0.9536278195802288,1.014740753809729,726,0.0,0.002318104805452137,0.002315422145499016,1.014740753809729,,6.587550014824796,0.0,19.1294,3.63,,2.65,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2010-02-04,1.1255335400312316,1.1375210195256629,0.9604008165124455,1.0168676795474232,238,0.0,0.0020960286947271367,0.002093835091284946,1.0168676795474232,,5.472270673671475,0.0,19.2032,3.53,,2.65,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-05,1.046974555803094,1.0714443697180547,0.9718020357255119,1.0107257107925616,821,0.0,-0.006040086511152731,-0.006058401620823113,1.0107257107925616,,6.710523109452428,0.0,19.2432,3.49,,2.65,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-08,1.0471005938776279,1.0967351502016494,0.9847555864421669,1.0108722724287655,147,0.0,0.00014500634013647762,0.00014499582773336886,1.0108722724287655,,4.990432586778736,0.0,19.1916,3.5,,2.65,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-09,1.1219769589268367,1.1885394812212442,1.0033576207641433,1.0148087018376315,508,0.0,0.003894091782147724,0.003886529432708059,1.0148087018376315,,6.230481447578482,0.0,19.1297,3.55,,2.65,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-10,1.0675174667825087,1.092594829376022,1.032270991949449,1.034312397835617,742,0.0,0.019219086279677944,0.01903673238694749,1.034312397835617,,6.60934924316738,0.0,19.0585,3.61,,2.65,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-11,0.8711732760224605,1.049058376888278,0.8154871098263756,1.0410829300492996,194,0.0,0.006545925803316699,0.0065245942701576375,1.0410829300492996,,5.267858159063328,0.0,19.0267,3.62,,2.65,2.26,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-12,1.043798792650256,1.084625949259607,1.013222131269213,1.0352472285871668,751,0.0,-0.005605414605978187,-0.005621183898990253,1.0352472285871668,,6.621405651764134,0.0,19.061,3.59,,2.65,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0
2010-02-16,1.094620500587646,1.1735191302655528,1.0280049105846676,1.0420206244737051,204,0.0,0.0065427809894089695,0.006521469903211342,1.0420206244737051,,5.318119993844216,0.0,19.096400000000003,3.56,,2.65,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-17,1.0469337207529812,1.1021448598463084,1.0221162994417443,1.042762571655822,402,0.0,0.0007120273482990047,0.0007117739770909944,1.042762571655822,,5.996452088619021,0.0,19.018,3.64,,2.65,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0
2010-02-18,1.0111132238354195,1.045384947968365,0.9706612190077096,1.0411104003873666,333,0.0,-0.0015844175015141682,-0.0015856740183305992,1.0411104003873666,,5.808142489980444,0.0,18.9917,3.69,,2.65,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-19,1.0293050707182532,1.1046975927556482,1.0024725303227209,1.0472023572633344,629,0.0,0.005851403341760042,0.0058343503714277855,1.0472023572633344,,6.444131256700441,0.0,19.0325,3.67,,2.65,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2010-02-22,1.013508097399689,1.0696574175485385,0.9988580609409405,1.0397826925771219,444,0.0,-0.007085225348043012,-0.007110444751197317,1.0397826925771219,,6.095824562432225,0.0,19.0426,3.69,,2.65,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-23,1.0867689058968386,1.1134055629345447,1.0447364109471602,1.0597461512702522,906,0.0,0.01919964511397132,0.019017657635123635,1.0597461512702522,,6.80903930604298,0.0,19.1637,3.57,,2.65,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-24,1.1315205169919684,1.1583113384782069,1.0164670909371116,1.056950888669651,456,0.0,-0.0026376718587283188,-0.0026411566443082157,1.056950888669651,,6.1224928095143865,0.0,19.1623,3.58,,2.65,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-25,1.1416541918739047,1.1927386283282861,1.0072200645294171,1.07384915904276,11,0.0,0.015987753597878296,0.01586129553825021,1.07384915904276,,2.3978952727983707,0.0,19.2234,3.51,,2.65,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-26,0.994517256496066,1.1246772747243,0.9723532797104498,1.0833281654350517,287,0.0,0.008827130246804371,0.008788398890218405,1.0833281654350517,,5.659482215759621,0.0,19.2887,3.48,,2.65,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0
2010-03-01,1.0596609096622174,1.1075810509099386,1.0500525282446516,1.0705211689812768,740,0.0,-0.011821899275213377,-0.011892333588367788,1.0705211689812768,,6.606650186198215,0.0,19.2696,3.48,,2.54,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-02,0.9729320425949798,1.0867875225316714,0.970644860071027,1.0655423380117672,738,0.0,-0.004650847749463449,-0.0046616965924718805,1.0655423380117672,,6.6039438246004725,0.0,19.2965,3.48,,2.54,2.16,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-03,1.0733449604795529,1.1245081118334848,1.0407010485192356,1.086760775621693,235,0.0,0.019913275008403675,0.019717599179826857,1.086760775621693,,5.459585514144159,0.0,19.2888,3.49,,2.54,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2010-03-04,1.1205385001110457,1.1428154416304752,1.0068693409320773,1.096360977367992,771,0.0,0.008833776449842068,0.008794986917984282,1.096360977367992,,6.647688373563329,0.0,19.318,3.47,,2.54,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-05,1.076384291020471,1.1414266305517988,1.0604111720992342,1.1024927429344502,165,0.0,0.0055928345618232456,0.00557725273333412,1.1024927429344502,,5.10594547390058,0.0,19.2554,3.54,,2.54,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-08,1.1459922574647419,1.1546903278342986,1.094569985349221,1.1077593575890505,19,0.0,0.004777006187435262,0.004765632500444068,1.1077593575890505,,2.9444389791664403,0.0,19.2581,3.56,,2.54,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-09,1.1643474721247078,1.2021870726568031,1.0168175850903285,1.1177910473654271,442,0.0,0.009055838443296604,0.00901508022012728,1.1177910473654271,,6.091309882077698,0.0,19.2798,3.55,,2.54,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-10,1.0907147580575614,1.2604225257441628,0.9827209653239034,1.1444620076468073,892,0.0,0.023860416796361195,0.02358020560372535,1.1444620076468073,,6.79346613258001,0.0,19.2728,3.58,,2.54,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-11,1.067223229098032,1.21130631572599,1.0045513029537152,1.1639595595628003,652,0.0,0.017036434399498424,0.01689294179294809,1.1639595595628003,,6.480044561926653,0.0,19.2878,3.57,,2.54,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-12,1.1057413955787538,1.1758883552950907,1.0675731037184195,1.126940676682349,482,0.0,-0.031804268951024395,-0.032321010648651796,1.126940676682349,,6.1779441140506,0.0,19.3142,3.56,,2.54,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2010-03-15,1.1881160207297152,1.2304922139321248,1.0912364914020063,1.1202235394804387,942,0.0,-0.005960506476423655,-0.005978341199787901,1.1202235394804387,,6.848005274576363,0.0,19.3312,3.54,,2.54,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-16,1.1592300146654122,1.3047930367902405,1.0968694636647343,1.103565830160067,472,0.0,-0.014869986867172558,-0.014981653492110255,1.103565830160067,,6.156978985585555,0.0,19.4019,3.5,,2.54,2.24,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-17,1.10698931832762,1.1335395122470424,1.037700403870858,1.0798658907133851,511,0.0,-0.021475782231536122,-0.02170974256115661,1.0798658907133851,,6.236369590203704,0.0,19.4275,3.5,,2.54,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-18,1.0605529200597683,1.1072360520991884,0.9909418067903697,1.063563625780513,525,0.0,-0.015096564372546695,-0.015211677511769167,1.063563625780513,,6.263398262591624,0.0,19.4117,3.52,,2.54,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,-200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0
2010-03-19,0.9635729109346446,1.1200909183239238,0.9476384389267393,1.0715153820624013,938,0.0,0.007476521469087283,0.007448710814397365,1.0715153820624013,0.005281256691856,6.843749949006225,0.0,19.4083,3.54,,2.54,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-22,1.0904541163142056,1.131773360708086,1.043985021526307,1.0723841350596046,578,0.0,0.0008107704394604287,0.0008104419426526868,1.0723841350596046,0.0052531709619143,6.359573868672378,0.0,19.4439,3.52,,2.54,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2010-03-23,1.0333486848810305,1.0961436946182799,0.987078939009051,1.0500259447618494,396,0.0,-0.020849049857038837,-0.0210694602444766,1.0500259447618494,0.0052164828579113,5.981414211254481,0.0,19.4313,3.55,,2.54,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
